question,type,run,verdict
"What does ThaneChambers say about ""Warzone""?",Single,1,accurate
What relationship could have potentially changed Cersei's path according to Phaedra?,Single,1,accurate
"What does EmilyBurnett think is the main motive for the ""Man in Black""?",Single,1,accurate
How does strength training help prevent soccer injuries?,Single,1,accurate
What is Li Hua's suggestion for scheduling the water pipe repairs in the garden?,Single,1,accurate
What were Raze's personal reasons for becoming a fitness coach before discussing pull-up techniques?,Null,1,accurate
What time does Li Hua check in with Adam about moving in?,Single,1,error
Did the discussion about Jaime Lannister's character occur after the discussion about Cersei Lannister's character?,Multi,1,error
What is the topic of discussion between Li Hua and Wolfgang Schulz on burger preferences?,Single,1,accurate
What does EmilyBurnett say Cersei's choices led to?,Single,1,error
What are some of Jennifer Moore's tips for dealing with muscle soreness?,Single,1,accurate
Did Li Hua send a message to Wolfgang Schulz saying that he has prepared all the delicious food for tonight's Chinese Lunar New Year before Wolfgang sent a message to Li Hua wishing him a happy Lunar New Year?,Multi,1,error
What strategy did Li Hua use to score a goal in the championship match against their rival team?,Null,1,accurate
Did Li Hua discuss his progress with the fitness plan before he shared a blog post about his recent fitness achievements?,Multi,1,neither
Where does Li Hua plan to meet Yuriko Yamamoto to show the final website?,Single,1,accurate
Why is LiHua praising Chae in their conversation on 20260717?,Single,1,accurate
What does Elara think about resource management?,Single,1,error
What does Fionnuala think about potions and temporary boosts?,Single,1,accurate
Which goal does Jake consider incredible from the 2015 match?,Single,1,accurate
What service does Hailey Johnson offer to Li Hua?,Single,1,accurate
What new feature does Yuriko Yamamoto consider adding to her studio's homepage?,Single,1,error
What does LiHua express feeling after the encouragement from Jennifer?,Single,1,accurate
What is the exact reason for Li Hua's unexpected work meeting on Thursday?,Null,1,accurate
Who proposes the idea of adding tables near the benches?,Single,1,error
What side mission in Red Dead Redemption 2 resonated with Jareth?,Single,1,accurate
Why deoes the construction have to be postponed according to Tirion Fordring?,Single,1,accurate
What mission does Gavriel mention that shows Arthur's growth in the game?,Single,1,accurate
Who does Li Hua mention as their favorite character from The Witcher 3?,Single,1,accurate
What time does Turalyon plan to limit noisy activities?,Single,1,accurate
What kinds of Thai food does Wolfgang want to try out at the Thai restaurant on 20260702?,Single,1,accurate
What days does Li Hua takes for the training sessions?,Single,1,neither
What type of diet is Li Hua following to support his training regimen and sleep schedule?,Null,1,neither
What aspect of Jaime Lannister's storyline does Rowan find intriguing?,Single,1,accurate
How does Saffron feel about Jaime's choice to protect Cersei?,Single,1,accurate
Who offers to bring cones for the soccer practice?,Single,1,error
How does Fionnuala describe the convenience of the Control Center's audio settings adjustment?,Single,1,accurate
When is the garage sale being discussed?,Single,1,accurate
"What does ThaneChambers propose to do with the ""Warzone"" updates?",Single,1,accurate
What does Helios think would be awesome for character development?,Single,1,error
Did Li Hua share a blog post about his recent fitness achievements after Jennifer sent him a motivational message?,Multi,1,error
"What does LiHua's plan about wathcing ""The Last of Us""?",Single,1,error
What does Hailey Johnson want Li Hua to help with at the bakery according to their discussion on 20260731?,Single,1,accurate
What is the main topic of the conversation between LiHua and ChaeSong-hwa on 20260626?,Single,1,accurate
What does JakeWatson suggest for refueling after a soccer game?,Single,1,accurate
What is LiHua's feeback on Hailey's new artisanal donuts?,Single,1,accurate
What dietary restrictions does LiHua have in his conversation with Hailey?,Single,1,accurate
What does Ivor do the day before a game to help with hydration?,Single,1,accurate
What feature are they hoping for in the new game?,Single,1,accurate
What does WolfgangSchulz like about Prague?,Single,1,accurate
What does WolfgangSchulz suggest the group do before the upcoming karaoke night?,Single,1,accurate
Which game does Caelum mention for encouraging emotional engagement with the narrative?,Single,1,accurate
Li Hua accidentally broke a light fixture once. What did Adam say about the light fixture?,Single,1,accurate
