question,type,run,verdict
"What specific feedback did Yuriko give to Li Hua about the demo website during their meeting at the cafe ""Central Perk"" on Thursday morning, and how did Li Hua respond to her comments?",Null,3,error
"What did Li Hua eat for dinner on January 20, 2026?",Null,3,accurate
What specific suggestions did Li Hua have regarding the construction schedule during the last community meeting?,Null,3,accurate
Did Chae tell Li Hua that taking a warm shower before sleeping can improve the sleep quality before sharing the neuroscience article with her?,Multi,3,accurate
What are the specific reasons why Li Hua prefers classical music over pop music in their discussions?,Null,3,accurate
What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,Null,3,accurate
What specific measurements did Li Hua take for the window size before the installation of the curtain?,Null,3,error
Is the time interval more than 3 days between LiHua asking Adam to help him install a curtain on the basement window and Adam asking LiHua to measure the size of the window?,Multi,3,error
"What is the name of the restaurant where Li Hua and Wolfgang had dinner on the night of June 9, 2026?",Null,3,accurate
What joke does Wolfgang make as an April Fool's joke?,Single,3,accurate
What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,Null,3,accurate
"What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",Null,3,accurate
"Did Wolfgang Schulz recommend the band learns ""Viva la Vida"" by Coldplay after he and Li Hua discussed what song to play this Sunday?",Multi,3,accurate
What toppings does Wolfgang Schulz prefer on his burger?,Single,3,error
What is the exact reason for Li Hua's unexpected work meeting on Thursday?,Null,3,accurate
What specific sleep techniques did Li Hua use to improve her study habits after reading the neuroscience article and discussing the warm shower with Chae?,Null,3,accurate
Who does LiHua want to invite to the photo exhibition and who goes with him (during August)?,Multi,3,accurate
What is the name of the song that Li Hua will sing at the karaoke on 20260425?,Null,3,accurate
How many servings of vegetables should LiHua aim for each day to keep body in good shape according to Jennifer?,Single,3,accurate
Which regions in Witcher 3 did Li Hua and Thane Chambers discuss?,Single,3,accurate
Who offers to help with setting up for the garage sale?,Single,3,accurate
"Did Yuriko ask Li Hua for help with her studio's homepage before she booked a seat at the ""Central Perk"" cafe?",Multi,3,accurate
What is the name of the gym that Wolfgang recommended LiHua to go to?,Single,3,accurate
What song did Yuriko and Wolfgang decide to perform together after watching the drum tutorial?,Null,3,accurate
When did Li Hua change the training plan?,Single,3,accurate
How does RexxarRemar plan to spend time in the garden once it's done?,Single,3,accurate
What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,Null,3,error
What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,Null,3,error
What were the specific details of the negotiation between Jake Watson and Li Hua regarding player transfers from FC Barcelona to FC Bayern Munich?,Null,3,accurate
Who offers to help with the installation of the curtains?,Single,3,accurate
"Did Wolfgang ask Li Hua about watching ""Star Wars: A New Hope"" after he asked Li Hua about going to see ""Overwatch 3""?",Multi,3,error
What type of traditional games did Wolfgang Schulz play with Li Hua during the Lunar New Year celebration?,Null,3,accurate
"Who does Li Hua go to watch the movie ""Overwatch 3"" with?",Multi,3,neither
What TV show does EmilyBurnett recommend LiHua to watch?,Single,3,error
What is the main topic of the conversation between LiHua and ChaeSong-hwa on 20260626?,Single,3,error
What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,Null,3,accurate
What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,Null,3,error
How does Niamh think Jaime could've ended up differently?,Single,3,accurate
